ticker,headline,link,source,published
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",DI Men's Basketball Rankings - NCAA Men's Basketball NET Rankings - NCAA.com,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQUEphT3VzVGdaa21pSmVraFM5ZnpxUU9JaTdqZUdtZXJTc05wQXhjS0V6cnVoTTFjTGhxeF95eEJlSHFIV1N3bENMTmowV29jV0xzRVpELTBGUVN1Wkd1UEhSNEV1TVhQRTFOX3daQkhGY200OFMxemlBR1k3SndkaFBBZEhJUko3?oc=5,NCAA.com,"Sun, 16 Mar 2025 07:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",Two-Dimensional Liquid Chromatography Tandem Mass Spectrometry Untangles the Deep Metabolome of Marine Dissolved Organic Matter - ACS Publications,https://news.google.com/rss/articles/CBMiYkFVX3lxTFBxcm1XSTdOcVJITVFRMmRvRDNTcjhkQXNJVG5QNV9Xc2hWOUY0NXRkWk0tck5uWTkzR3ZaVUw1Q1FreEVSaFBsMnVPU1E5RlNKaXZzRUE1X3BFRE93a1hjRVVn?oc=5,ACS Publications,"Wed, 16 Oct 2024 07:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']","Wicked Tuna' Vessels, Captains, and Season Winners - National Fisherman",https://news.google.com/rss/articles/CBMiiAFBVV95cUxQVHE5cTdUeTg0RWcxRzlNMXVCVnktLV9BaS03RnYzeTJ0dzBhanpWXzB1anBNR19YRDhLWTVuX2pNOURrRE1MNXNyQ1JBY19ialJyQ3dLSkVnR3B4NE5ZNHhNMmhZcjVFcWk2ZUxkcjlleDc4VjhQTXRITW1KNW9qbWpiSjJUOFRK?oc=5,National Fisherman,"Wed, 24 Jan 2024 08:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",Unusual nodular goiter with recurrent laryngeal nerve palsy due to severe degeneration caused by intense chronic inflammation: a case report with histopathological evidence and review of the literature - BMC Endocrine Disorders,https://news.google.com/rss/articles/CBMigwFBVV95cUxPbURlUWJNQThMQVFHcklFTFBveFFLZ2hBR3RNQko1OXpQcFozYTYwcHY3MTZEME80Z2lPSmZ5RExQMTVrTUVudTY0bDd6TjV3TUdkOHVXTVU1Sk1tRzZMbGdoU2lfX3EwdnRNWDIzS051cmV0djRvd2lGY0Z5WUZuZU9Ubw?oc=5,BMC Endocrine Disorders,"Mon, 12 May 2025 07:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",Intraday and daily dynamics of cryptocurrency - ScienceDirect.com,https://news.google.com/rss/articles/CBMidkFVX3lxTE10bXpmSGhIWHB4NGNILXEySWFGNzdqRXdCRWF1OWdzUmhUWUNWR1ZocjUzYjB4TnNtd0R5eFdzOWs5bXdlM05DV29VSkRzTEk0aFVCZU9LNkJvRjlYMzE5SGJzeVRrb2F5SHFOU1VDUk1xNXpaOEE?oc=5,ScienceDirect.com,"Sat, 28 Sep 2024 21:11:27 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']","High school boys golf: Week 2 region recap from Regions 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14 - Deseret News",https://news.google.com/rss/articles/CBMijAFBVV95cUxONW03V1AwNWlRT0JUZHlzZXhDaXJjMVBMQ2RwNWNqcHE3RmlqbGVIOGV0Y3ZNUnhKUVIxdENjMENfUDJOQ2JnQlBlMXdOczFweHQydi1MNnhjLWw0NmlIUXgyYkVsdDJrZmdlZUV0bEF6a3JDajVFWmUxd0ctMUZXclVjaFc4MXVsUGFCUw?oc=5,Deseret News,"Mon, 18 Aug 2025 07:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']","Trout Fire Evening Update for June 18, 2025 - New Mexico Fire Information",https://news.google.com/rss/articles/CBMigwFBVV95cUxNaXpuMklFTy0tbUFlRWk4SDVTdE9lbHd4dnRraGZYZ3dqeU9qUnBZSGNGZE5EcGk1TFZmeXlqUmQ1RlZHWmZPbHV2djJ2a0lEX2hDZzZRQmZtNTJJSkNkc2IzdTh6R0k2X0U1UmJIcTZIQ2RiVk1yNXVJOU01N095SWlXYw?oc=5,New Mexico Fire Information,"Wed, 18 Jun 2025 07:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']","Pten, PI3K, and PtdIns(3,4,5)P3 dynamics control pulsatile actin branching in Drosophila retina morphogenesis - ScienceDirect.com",https://news.google.com/rss/articles/CBMidkFVX3lxTFBCSTB2aGNMbUZLUnkxZ0d2blVQZmMtcmpuWkhua2xTOHlkam9iMWFtRnd5YldfMUJwUS0tdGd5b1lhLXpvcEZmTVdZb01lNGhfZjNzV1JEUkVxQUJSaTdlTzhfaHhfWXpGQWdHVTlmRWFKQUktcVE?oc=5,ScienceDirect.com,"Fri, 19 Apr 2024 03:23:11 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']","Trout Fire Morning Update for June 18, 2025 - New Mexico Fire Information",https://news.google.com/rss/articles/CBMigwFBVV95cUxPT3V0REtuZlJLeVlPVkZtbl90d0VBbGp1Vk9HejdGN2wwR294YXJWbm1xQ3pWQklWQVhkRFdaUVhaRXNzNXNxMUc1TEFCcUJZQXpUd2E1MnVSM3ZzU2tJY2R2LWVwVWJiOHRDUDFGYmV0OWpCWXFzTzEtYUtrY0pDcEptRQ?oc=5,New Mexico Fire Information,"Wed, 18 Jun 2025 07:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",CysDB: a human cysteine database based on experimental quantitative chemoproteomics - ScienceDirect.com,https://news.google.com/rss/articles/CBMidkFVX3lxTE9VdzFxaDdrblhfQ3RKN0VGSUhNbU5BR1FlX3dsX1lsT3p0U0ZRLVJyMmFPemZ4UHNqSk12RG9rX0NlTnVXdzZnandKcU81VzlkOTFUc2g2UkVlbWczU3RmZTJSbDJKLUZmVWdLOEVXUmtaUU11Mmc?oc=5,ScienceDirect.com,"Fri, 28 Apr 2023 20:02:39 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",An integrated transcriptomic cell atlas of human neural organoids - Nature,https://news.google.com/rss/articles/CBMiX0FVX3lxTFBzQV9JeC16d1QyZDkwS3FEYXRCdUNjMDMzal8yUF9IdFliN0xCaU4zaVo0WXRKel9LNHdOX1pWQnNjN1ZEZi1fZHFyNVFfdXFiLWd0dXhLT3ItNjNNTDY0?oc=5,Nature,"Wed, 20 Nov 2024 08:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']","Inconsistencies in self-reported diabetes in a large panel study: the Survey of Health, Ageing and Retirement in Europe (SHARE) - BMC Medical Research Methodology",https://news.google.com/rss/articles/CBMihgFBVV95cUxOY1FSdTkzVnFNUHJtaTFIaW95Uy1DTllFdU9SWTRHNjNlYzJqR2RJNWZLSjJQUTFEUkZPejk5Mkt1RFoyOEw0cmFlbWZUdGdBVDlxTWlNYXg1TnpFLXJJNE8zS3BjQUNxXzI1dk44MWxWd1FtYVVZT01WNktwZUlNb3VPSTR1Zw?oc=5,BMC Medical Research Methodology,"Thu, 11 Jan 2024 08:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",JAK–STAT signaling pathway in the pathogenesis of atopic dermatitis: An updated review - Frontiers,https://news.google.com/rss/articles/CBMikgFBVV95cUxPRW9xczNuNGJQQ2xsRldmZEoxM2ZVVzRPdlM5VFlUU1psOUxDSHM5WkowajNIdDBBWG50SEV0Z0E4ZzN4bEJ6VmJPNzlFM1BiQ2FMMEJUSzJmRG1LVElROEhGODNEdXBxSTVJTUlfX0NmS0NtYkF1dWZiSFJ0T290OWZOR1I2bERrOGstVEZOeUFfQQ?oc=5,Frontiers,"Tue, 06 Feb 2024 00:39:13 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",Autonomous chemical research with large language models - Nature,https://news.google.com/rss/articles/CBMiX0FVX3lxTFBFMEQxT1V0dXVBU2R0R1FnM0paUnRWQWhqY255cWlNaXo4MTVSemVOU1RkTVVyMXZ0U2hMLVpQcXR1dnI3ZC1OWDhXaDdIeDg4UWRoRE0yblhMdjk0SWhR?oc=5,Nature,"Wed, 20 Dec 2023 08:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",Hydrogen peroxide in-situ electrosynthesis using micropore-adjusted gas diffusion electrode and application in wastewater - ScienceDirect.com,https://news.google.com/rss/articles/CBMie0FVX3lxTE1uQ0NEOHhZajJfcnVUaVk4VnhQVWVrUFlocV9TaG5rSHkta1E2N0pFVlNsZnh1MWQ4SUpZYmRPblFUMjhEdlhpcXRhdGU3am9zU2l4ck1kWnprbC1ndEpyTkdQRGlTR1Q2Y1JkSERIS3Rab3Y3NVBoZjh6OA?oc=5,ScienceDirect.com,"Tue, 10 Dec 2024 03:00:50 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",DI Field Hockey Rankings - NCAA Field Hockey RPI - NCAA.com,https://news.google.com/rss/articles/CBMidEFVX3lxTE1BY2pjM0dhY1FaMHpTWThjd29FWkxKUll4QTlRUEFqQk9rbElPYUc0VDNidTBsNTl0REJhLTlVS2V1NmNIU1JOS1VSZUE0dFFGUmhYMDJYc29Fa05IemdzYmxZeDZycER6NUVaNWt5UGlaU1pn?oc=5,NCAA.com,"Sun, 15 Dec 2024 08:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",Evidence for Topological Protection Derived from Six-Flux Composite Fermions - Nature,https://news.google.com/rss/articles/CBMiX0FVX3lxTE85VUFJMXhTcXJIWDNacGd5SWM4R1p2eUx5Y3FTLXdmVF9Hbmttd2RoZjhGZjJxMFBFY3g3Tk9VTDRtR3FaRkcxb3o1Ulk1Zkt3SzRTVTRkWHdqMmdkMTdZ?oc=5,Nature,"Sat, 17 Feb 2024 08:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",A Matter Of Propriety: Delaware Courts Reject Books-and-Records Demand Driven by Ulterior Motive - Mayer Brown,https://news.google.com/rss/articles/CBMi6wFBVV95cUxQU1hsdjdCSDZJcDVybXl4Vmw5R1U3RmVENlpLUmVPTDZlN3dYUEdFcWNIVi1PbXhPWTkxdGZMZHB3TzNKU0NoQ2wtalVDdk1PZzg5aVZtRU1ZTW5qUWJmY2xIOHlaRTQxczNsNU1CWk5SNV8xaFJxdDRxVDJyN1ZxVDV0ZTJ1WFQzZzY4WEQ5cmE3RmZaSmJhb2w3QmtMemNKal82dnM2Z0tiQ1ZwTTZhTnpZdDVwekdqYVFsN2x4dG4ydnFXUk5hSlYydU8wSXp2R0lnOHRhWENGb0pLYVdKVjBtVHpuUGkwcjln?oc=5,Mayer Brown,"Wed, 03 Apr 2024 07:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",A local-to-global emissions inventory of macroplastic pollution - Nature,https://news.google.com/rss/articles/CBMiX0FVX3lxTFBrYndiVGNGVkZnV1h5YTEybHNSY083Y0plcHBnZW9ST0JBMmppa3RiMlFlVWdKSzZ1VDNfMlUySkxjdnlsWjJGS1JwemhoYVptOEdkdk96RWpxRGU4MVhz?oc=5,Nature,"Wed, 04 Sep 2024 07:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",U.S. Supreme Court Distinguishes Half-Truths from Pure Omissions and Holds That Pure Omissions Are Not Actionable Under Rule 10b–5(b) - Mayer Brown,https://news.google.com/rss/articles/CBMilwJBVV95cUxNbGJNYTV6cnNTakU2WXlhR0lxTVpjNkxpV1BHMjNKSzV4REtONHozYkNmTUtZallHTDNfRkJpa190c2s3WVVVck9lRkFXNF95TE1hNVdyd25odW1kN0R1LXotY3VNUE04bGh4eXp3SFlZdVlCOVRlUVFsQXVhbl82eF9jYXhBeXNkRGhoYUtaRzB4RTBEaE0zWUNvdGRTRHNwUkFOaW4tMW5xa2JjY1lKS0FJbUhwbDc4RDFSZXlNbkVhOXJYc21lSWYydUh0NmlwUUZWRTU4MlVTRFRQSzNTS2VxTHg4b0tWS0I2LTVZNll4QXIwWDM5NjFtUk1jdHJOd1diTFhTY19laTFualpRSDFqVG1NVlU?oc=5,Mayer Brown,"Thu, 18 Apr 2024 07:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']","High school boys golf: Week 7 region recap from 6A, 5A, 4A and 3A regions - Deseret News",https://news.google.com/rss/articles/CBMijAFBVV95cUxOOTZablRJUklEajhKSFBSYXlNRU1YMl91T3J1b2RWTU9sd1dGeVhHSmpqRVRFV2VmaXFmZ1VpVk1Edkw2emtKUkltMFFUdUJMRDFtazR1dzUwU3hGM3RkeDNIcFBOTWhaNEFDY24zOU9PamNKODNUWHBCa0JIVXNFOTZmSmpTVkkwMnhDNQ?oc=5,Deseret News,"Mon, 22 Sep 2025 16:15:18 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",Monoradiculopathy-induced abdominal pseudohernia caused by T11-12 soft disc herniation: a case report and literature review - BMC Musculoskeletal Disorders,https://news.google.com/rss/articles/CBMijAFBVV95cUxOVk5ObjZCaUx4SXVFMnlmenNLeTAzdFRlZEcyUTNRQ2stYS1Mb3ZhYVlRTWZQeDdmcjk2a2ZzRjNBMlNIclZfN3A4SWhDYWZ6cEZ3bVZIYUNtQmdMek1LSnpwMWY4eThZX3Y1c1dDOEhmN04tMjF6Ym82OHo1VnpEWUZuTUFxenA5NXM1Nw?oc=5,BMC Musculoskeletal Disorders,"Mon, 29 May 2023 07:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",How to select IgG subclasses in developing anti-tumor therapeutic antibodies - Journal of Hematology & Oncology,https://news.google.com/rss/articles/CBMie0FVX3lxTE5YUFdQMzdrT0NacXhteWNHMTdCZ2J4N0dQVEkwa0FFUFh6RUVBWnlaRWdQWDdrRDlVRkpERVRYbmV1dTdmXzlqWjBRR3NsMFU1WWVqU3NMZTVFb044WVBUcm9tRTRyRVdrbUVUM19GOVViUTlJekJFS3JMSQ?oc=5,Journal of Hematology & Oncology,"Tue, 05 May 2020 07:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']","The end-expiratory occlusion test: please, let me hold your breath! - BioMed Central",https://news.google.com/rss/articles/CBMid0FVX3lxTE9uMHlmMGZ4TmZ3akdkcmZvMm5hXzMyLUFHVzJ5QWFIR0Fia3ItNXdQXzdtaUhjM2xnV1pKazJadFhTVDVXclJpZHluR2h5TE4zOElqZnBJa2M5V2M1UW1KVDJwNDcxVzk3c0ptb25mYmxtX1JSam00?oc=5,BioMed Central,"Wed, 07 Aug 2019 07:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']","Bevacizumab treatment for radiation brain necrosis: mechanism, efficacy and issues - Molecular Cancer",https://news.google.com/rss/articles/CBMigwFBVV95cUxQOUVpVVJnXzRXWWJNa0o1dkwzamZKYmZCT1hUQ1ZBQ3N5MUVLRC1SalZCU2pUVU51NmpjOGFLVk9GOUJlQUJWbmMwT1hZMjY4UThBZXNrOFZwVGFCY2d1TUwtdWt3a0hlSmM5clB5M09kRjFoR3psb0RJQ0ZEc3FheTJVZw?oc=5,Molecular Cancer,"Thu, 07 Feb 2019 08:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']","1. Children’s engagement with digital devices, screen time - Pew Research Center",https://news.google.com/rss/articles/CBMipAFBVV95cUxOWDRtcnBxUWZEakdTMWwyYnV2bjFodkJGczRaWktqR2NwMndaME1HUXpwaUtKUm1RSW1NQ25WbnRfUjNtVUVWZWJBM0xKNnhscjgxX2dWb0ZSVzBBTlpBWm1aMmlpeFlyaXhRdHVIZURvUjM0RVl2eURLUlR5MTR1Z0J2OXpvaUtPMWNmN2pFSDFhZ3FjRDBncGdFb043TkRJSC1ZLQ?oc=5,Pew Research Center,"Tue, 28 Jul 2020 07:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",In situ FTIR spectroscopic study of the conformational change of syndiotactic polypropylene during the isothermal crystallization - ScienceDirect.com,https://news.google.com/rss/articles/CBMie0FVX3lxTE41NlUtS2NoZHpva1JFZzNOczh4VjhfNzhqLW1PVkwwSXgtY19fTTZZaGplLUh2NzQyQmh0Slc3Zm1TVkNDTWZuaU9OOTJlTDhwMmF6Vl9WNGNZYklGNDIzZWE4M0EtNFlpaWhqa1MyYi1MT2U1MUQ5eVZXaw?oc=5,ScienceDirect.com,"Wed, 29 Jan 2020 18:14:38 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",Synthesis and antibacterial activity of various substituted s -triazines - ScienceDirect.com,https://news.google.com/rss/articles/CBMie0FVX3lxTFBXbkkzY3FmSnVLWENQRkFVc01lOUJ1STg2LWJ0SVEtdUJHbmtKQW1sXzhoTU81N0xUUUxsRmZGcmtFV2NqSGdZM0hFVFVHc3N6ajkxVHhMMnZrME81M3JfSGxOSFhWV3haYzVNZE1Hd0VGQUxQdW9wbmhaWQ?oc=5,ScienceDirect.com,"Sat, 22 Feb 2020 22:37:23 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",A coronene-based semiconducting two-dimensional metal-organic framework with ferromagnetic behavior - Nature,https://news.google.com/rss/articles/CBMiX0FVX3lxTE1mbGN5eTl3TVp6MTVLeXJ3S1IxSjE0MnAtcUoyVDV0d3BCOTdQWTVFMHBfOEFITWdHNm1DeE1oTzdNRVQxMnNjanpxUy1xYU4zbzJwdkg5Nll3ZG9iU01Z?oc=5,Nature,"Fri, 06 Jul 2018 07:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",Endometrial osseous metaplasia: an evolving cause of secondary infertility - ScienceDirect.com,https://news.google.com/rss/articles/CBMidkFVX3lxTE5VUHRxRDlGbzR3a2FSS0k1YnlBNVZHXzZUWTlJbHRIMkh1ZGNFci01bnZ6RGY3UXItZjQyQk5zajN3OFpoR0VZYk1xcUFVVHppcXJsV1otbVlqOHFIenJQT0pZSEtTTmJxdzF2ZDZja3VmQ0JRZVE?oc=5,ScienceDirect.com,"Sat, 23 Dec 2017 20:38:29 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",Use of the prevented fraction for the population to determine deaths averted by existing prevalence of physical activity: a descriptive study - The Lancet,https://news.google.com/rss/articles/CBMiigFBVV95cUxNcVN0SnBHZWF3a3dnaks5a3dqQldwaG8xV2NKVmdfNi15QzBoc1dpUjB4VVA4Tml4cVI1QkdJNk9CZXVKdTJNSGMxWE9LdjhoY1hJbzZ2RTFwb1hBOWVYWERGSEhtZE93Ykp4RWV5a3ZHWlJmOGpTcW9yOExHeVRoSW5YLXVpS19YOVE?oc=5,The Lancet,"Fri, 11 Sep 2020 18:24:21 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",Mystic Messenger Jumin route (Deep Story): A complete walkthrough to romancing Jumin and getting his good ending - VG247,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPNHlYM0RUa1JjNkZqSFFlNXcwazhnajlJYVYzQ0FpaG5uTVZFVXFjYjJkNFF6UnZVc05SenI5aFBkdDA4NDVzVmw4Z1otMTlaUVlRQUZSOWROR1h6dHlhU2VfX3AtUHBFN01WNmp1dVpzTnNoR2NOYk14QkhDdGJhLUk1QXdDSzM5TnQ4RTd6OWFZM0lMTllQZlJUV3duSGE1ZFcxQTF1Vk9mQUUzS3A1ZHNYSHVsVHM1?oc=5,VG247,"Tue, 18 Feb 2025 08:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']","Multicomponent synthesis of pyrimido[4,5- b ] quinolines over a carbocationic catalytic system - Nature",https://news.google.com/rss/articles/CBMiX0FVX3lxTE9zN21ONDRRNEF1R2hEWEppdUNub0tYTzltekNaU0R1RmZXbWs3MmppT3NtMGdyOGJOYmo5VXM3Z01QazdtYnpobW5BdHQ4QTJlY0ZjU1NMSnJYaUwyVk84?oc=5,Nature,"Sun, 01 Oct 2023 07:00:00 GMT"
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']","Six in a row: winning numbers in South African lottery are: 5, 6, 7, 8, 9 and 10 - The Guardian",https://news.google.com/rss/articles/CBMivAFBVV95cUxNSWFZZjU1TmJVY2l0RFVBNUZUVUFreEtYSXRDSnRMTFVNaE5yZmo0cHhFbF8wMjJCSXlZVmZCTF9jdGJXY0Q2SlRsQ2xKWDJzaHFjSkFDdHhwWmxQeUhFWHdLS0xhNzdoZDFheWpvMk9vdDlWZUtUblBqdHhmMnM1SFk3LVVTVHkxUnhvejV0Y2pBd2RDYS0wOVBVOGJjM2dOSW16bkdZMGE1YVl5NENsWElNSTRkSllKWUVtdA?oc=5,The Guardian,"Wed, 02 Dec 2020 08:00:00 GMT"
